,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shortHandedTimeOnIce,shifts,powerPlayGoals,gameWinningGoals,shortHandedGoals,shots,hits,powerPlayPoints,shotPct,overTimeGoals,shortHandedPoints,blocked
0,20102011,Toronto Maple Leafs,National Hockey League,1,32,32,24,82,24,-20.0,64,1611:00,307:36,1293:49,40.68,09:35,1826.0,12.0,6.0,1.0,325.0,11.0,23.0,9.85,1.0,1.0,22.0
0,20112012,Toronto Maple Leafs,National Hockey League,1,45,37,20,82,20,-10.0,82,1644:31,274:13,1363:00,32.14,07:18,1874.0,10.0,6.0,0.0,295.0,12.0,23.0,12.54,0.0,0.0,21.0
0,20122013,Toronto Maple Leafs,National Hockey League,1,32,20,18,48,18,-3.0,52,950:53,159:11,790:16,62.5,01:26,1149.0,6.0,4.0,0.0,161.0,16.0,21.0,12.42,0.0,0.0,23.0
0,20132014,Toronto Maple Leafs,National Hockey League,1,43,37,27,82,27,-5.0,80,1694:38,257:09,1435:06,14.29,02:23,2009.0,8.0,6.0,0.0,305.0,25.0,20.0,12.13,0.0,0.0,30.0
0,20132014,U.S.A.,Olympics,2,3,5,4,6,4,6.0,8,,,,,,,0.0,1.0,0.0,21.0,,,,,,
0,20142015,Toronto Maple Leafs,National Hockey League,1,36,25,30,82,30,-34.0,61,1541:03,302:55,1237:15,40.0,00:53,1796.0,8.0,4.0,0.0,280.0,18.0,25.0,8.93,1.0,0.0,13.0
0,20152016,Pittsburgh Penguins,National Hockey League,1,33,26,18,82,18,9.0,59,1507:16,288:08,1216:55,40.0,02:13,1886.0,4.0,5.0,0.0,274.0,9.0,17.0,9.49,1.0,0.0,13.0
0,20162017,Pittsburgh Penguins,National Hockey League,1,47,23,20,82,20,3.0,70,1470:59,291:01,1178:51,33.33,01:07,1797.0,8.0,4.0,0.0,229.0,12.0,30.0,10.04,1.0,0.0,15.0
0,20172018,Pittsburgh Penguins,National Hockey League,1,58,34,36,82,36,-4.0,92,1532:15,309:31,1220:35,31.58,02:09,1823.0,12.0,6.0,0.0,261.0,10.0,42.0,13.03,3.0,0.0,17.0
0,20182019,Pittsburgh Penguins,National Hockey League,1,55,27,28,82,28,-19.0,82,1474:13,264:57,1209:04,44.44,00:12,1786.0,12.0,10.0,0.0,215.0,12.0,36.0,12.56,2.0,0.0,18.0
0,20192020,Arizona Coyotes,National Hockey League,1,24,14,22,70,22,-21.0,38,1200:24,220:43,976:46,22.22,02:55,1525.0,9.0,2.0,0.0,153.0,11.0,17.0,9.2,0.0,0.0,20.0
0,20202021,Arizona Coyotes,National Hockey League,1,23,20,12,56,12,-17.0,43,956:57,160:53,796:04,25.0,00:00,1212.0,4.0,3.0,0.0,115.0,8.0,13.0,17.4,1.0,0.0,9.0
0,20212022,Arizona Coyotes,National Hockey League,1,44,8,40,82,40,-24.0,52,1367:33,223:32,1141:56,33.33,02:05,1725.0,2.0,0.0,0.0,175.0,6.0,14.0,4.6,0.0,0.0,21.0
