,Unnamed: 0,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts,team_switch,fullName,diff
497,0,20152016,New Jersey Devils,National Hockey League,1,27,30,39.0,82,39.0,3.0,57,222.0,11.0,13.51,4.0,0.0,1460:00,129.0,23.0,215:35,1192:13,37.04,2.0,0.0,52:12,51.0,1828.0,True,Kyle Palmieri,16.0
498,0,20202021,New Jersey Devils,National Hockey League,1,9,8,18.0,34,18.0,-2.0,17,84.0,1.0,9.5,2.0,1.0,604:33,37.0,5.0,87:06,490:45,35.29,0.0,1.0,26:42,10.0,820.0,False,Kyle Palmieri,
499,0,20202021,New York Islanders,National Hockey League,2,2,2,2.0,17,2.0,-3.0,4,31.0,1.0,6.5,0.0,0.0,240:42,25.0,1.0,27:49,212:46,66.67,0.0,0.0,00:07,2.0,321.0,True,Kyle Palmieri,-6.0
500,0,20182019,Toronto Maple Leafs,National Hockey League,1,28,16,43.0,73,43.0,-2.0,44,184.0,4.0,8.7,5.0,0.0,1181:51,85.0,13.0,188:49,991:51,55.21,0.0,0.0,01:11,13.0,1499.0,False,Nazem Kadri,
501,0,20192020,Colorado Avalanche,National Hockey League,1,17,19,97.0,51,97.0,7.0,36,133.0,4.0,14.3,1.0,0.0,888:43,61.0,11.0,193:21,689:18,56.76,0.0,0.0,06:04,9.0,1041.0,True,Nazem Kadri,3.0
502,0,20192020,Washington Capitals,National Hockey League,1,7,3,2.0,24,2.0,9.0,10,26.0,0.0,11.5,0.0,0.0,282:04,14.0,1.0,20:54,254:11,42.02,0.0,0.0,06:59,9.0,346.0,False,Travis Boyd,
503,0,20202021,Toronto Maple Leafs,National Hockey League,1,5,3,2.0,20,2.0,1.0,8,15.0,1.0,20.0,0.0,0.0,193:12,9.0,1.0,16:48,175:32,24.0,0.0,0.0,00:52,9.0,267.0,True,Travis Boyd,0.0
504,0,20202021,Toronto Maple Leafs,National Hockey League,1,5,3,2.0,20,2.0,1.0,8,15.0,1.0,20.0,0.0,0.0,193:12,9.0,1.0,16:48,175:32,24.0,0.0,0.0,00:52,9.0,267.0,False,Travis Boyd,
505,0,20202021,Vancouver Canucks,National Hockey League,2,0,2,0.0,19,0.0,-6.0,2,8.0,0.0,25.0,0.0,0.0,225:10,9.0,0.0,21:22,202:54,51.11,0.0,0.0,00:54,6.0,347.0,True,Travis Boyd,-1.0
506,0,20202021,Vancouver Canucks,National Hockey League,2,0,2,0.0,19,0.0,-6.0,2,8.0,0.0,25.0,0.0,0.0,225:10,9.0,0.0,21:22,202:54,51.11,0.0,0.0,00:54,6.0,347.0,False,Travis Boyd,
507,0,20212022,Arizona Coyotes,National Hockey League,1,18,17,34.0,74,34.0,-10.0,35,88.0,2.0,19.3,2.0,0.0,1221:58,71.0,4.0,122:37,1052:37,45.31,1.0,0.0,46:44,55.0,1692.0,True,Travis Boyd,15.0
508,0,20202021,Winnipeg Jets,National Hockey League,1,13,12,14.0,56,14.0,11.0,25,88.0,0.0,13.6,1.0,0.0,807:05,61.0,0.0,28:43,726:11,53.85,0.0,1.0,52:11,22.0,1060.0,False,Mason Appleton,
509,0,20212022,Seattle Kraken,National Hockey League,1,11,6,14.0,49,14.0,-4.0,17,68.0,0.0,8.8,2.0,0.0,700:54,39.0,0.0,26:17,664:35,35.0,0.0,0.0,10:02,12.0,958.0,True,Mason Appleton,-6.0
510,0,20212022,Seattle Kraken,National Hockey League,1,11,6,14.0,49,14.0,-4.0,17,68.0,0.0,8.8,2.0,0.0,700:54,39.0,0.0,26:17,664:35,35.0,0.0,0.0,10:02,12.0,958.0,False,Mason Appleton,
511,0,20212022,Winnipeg Jets,National Hockey League,2,2,2,16.0,19,16.0,3.0,4,30.0,0.0,6.7,1.0,0.0,311:17,25.0,0.0,09:32,259:24,0.0,0.0,0.0,42:21,8.0,396.0,True,Mason Appleton,-4.0
512,0,20162017,Ottawa Senators,National Hockey League,1,1,0,4.0,33,4.0,-10.0,1,24.0,0.0,0.0,0.0,0.0,290:51,57.0,0.0,02:52,278:10,37.33,0.0,0.0,09:49,16.0,441.0,False,Curtis Lazar,
513,0,20162017,Calgary Flames,National Hockey League,2,2,1,0.0,4,0.0,2.0,3,2.0,0.0,50.0,0.0,0.0,47:06,9.0,0.0,01:02,44:57,45.83,0.0,0.0,01:07,1.0,65.0,True,Curtis Lazar,1.0
514,0,20182019,Calgary Flames,National Hockey League,1,0,0,0.0,1,0.0,-1.0,0,0.0,0.0,0.0,0.0,0.0,04:48,0.0,0.0,00:00,04:48,75.0,0.0,0.0,00:00,1.0,9.0,False,Curtis Lazar,
515,0,20192020,Buffalo Sabres,National Hockey League,1,5,5,9.0,38,9.0,-3.0,10,33.0,0.0,15.2,0.0,0.0,449:39,70.0,0.0,00:49,381:20,51.25,0.0,1.0,67:30,24.0,681.0,True,Curtis Lazar,5.0
516,0,20202021,Buffalo Sabres,National Hockey League,1,4,5,0.0,33,0.0,-4.0,9,35.0,0.0,14.3,1.0,0.0,449:10,64.0,0.0,02:37,365:31,50.71,0.0,0.0,81:02,16.0,624.0,False,Curtis Lazar,
517,0,20202021,Boston Bruins,National Hockey League,2,2,2,6.0,17,6.0,-2.0,4,20.0,0.0,10.0,0.0,0.0,217:01,35.0,0.0,01:21,193:30,42.74,0.0,0.0,22:10,6.0,296.0,True,Curtis Lazar,-3.0
518,0,20202021,Tampa Bay Lightning,National Hockey League,1,14,8,16.0,55,16.0,-1.0,22,77.0,2.0,10.4,1.0,0.0,751:30,63.0,3.0,86:04,664:41,54.84,0.0,0.0,00:45,15.0,974.0,False,Tyler Johnson,
519,0,20212022,Chicago Blackhawks,National Hockey League,1,4,3,12.0,26,12.0,-8.0,7,30.0,0.0,10.0,0.0,0.0,337:21,37.0,2.0,58:29,276:32,60.78,0.0,0.0,02:20,7.0,444.0,True,Tyler Johnson,-5.0
520,0,20172018,Washington Capitals,National Hockey League,1,0,1,4.0,7,4.0,1.0,1,4.0,0.0,25.0,0.0,0.0,64:21,13.0,0.0,01:05,60:50,0.0,0.0,0.0,02:26,0.0,91.0,False,Nathan Walker,
521,0,20172018,Edmonton Oilers,National Hockey League,2,0,0,2.0,2,2.0,-1.0,0,2.0,0.0,0.0,0.0,0.0,20:40,5.0,0.0,00:09,20:05,0.0,0.0,0.0,00:26,1.0,29.0,True,Nathan Walker,-1.0
522,0,20172018,Edmonton Oilers,National Hockey League,2,0,0,2.0,2,2.0,-1.0,0,2.0,0.0,0.0,0.0,0.0,20:40,5.0,0.0,00:09,20:05,0.0,0.0,0.0,00:26,1.0,29.0,False,Nathan Walker,
523,0,20182019,Washington Capitals,National Hockey League,1,1,0,2.0,3,2.0,1.0,1,2.0,0.0,0.0,0.0,0.0,24:26,5.0,0.0,01:13,21:56,0.0,0.0,0.0,01:17,0.0,32.0,True,Nathan Walker,0.0
524,0,20182019,Washington Capitals,National Hockey League,1,1,0,2.0,3,2.0,1.0,1,2.0,0.0,0.0,0.0,0.0,24:26,5.0,0.0,01:13,21:56,0.0,0.0,0.0,01:17,0.0,32.0,False,Nathan Walker,
525,0,20192020,St. Louis Blues,National Hockey League,1,1,1,4.0,5,4.0,-2.0,2,6.0,0.0,16.7,0.0,0.0,55:39,10.0,0.0,00:00,55:39,100.0,0.0,0.0,00:00,1.0,78.0,True,Nathan Walker,1.0
526,0,20192020,Nashville Predators,National Hockey League,1,13,18,34.0,69,34.0,18.0,31,184.0,4.0,9.8,2.0,0.0,926:18,60.0,7.0,158:27,767:14,48.28,0.0,0.0,00:37,19.0,1221.0,False,Craig Smith,
527,0,20202021,Boston Bruins,National Hockey League,1,19,13,18.0,54,18.0,21.0,32,132.0,4.0,9.8,4.0,0.0,803:15,66.0,6.0,82:23,720:21,43.48,1.0,0.0,00:31,8.0,1042.0,True,Craig Smith,-5.0
528,0,20202021,Tampa Bay Lightning,National Hockey League,1,0,3,0.0,15,0.0,0.0,3,26.0,2.0,11.5,0.0,0.0,228:47,8.0,2.0,40:46,187:59,25.0,0.0,0.0,00:02,5.0,285.0,False,Alex Barré-Boulet,
529,0,20212022,Seattle Kraken,National Hockey League,1,1,0,0.0,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,17:17,0.0,0.0,00:59,16:18,0.0,0.0,0.0,00:00,0.0,27.0,True,Alex Barré-Boulet,-3.0
530,0,20212022,Seattle Kraken,National Hockey League,1,1,0,0.0,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,17:17,0.0,0.0,00:59,16:18,0.0,0.0,0.0,00:00,0.0,27.0,False,Alex Barré-Boulet,
531,0,20212022,Tampa Bay Lightning,National Hockey League,2,2,3,4.0,14,4.0,0.0,5,16.0,0.0,18.8,0.0,0.0,158:45,10.0,1.0,26:22,132:23,40.0,0.0,0.0,00:00,3.0,213.0,True,Alex Barré-Boulet,3.0
532,0,20172018,Chicago Blackhawks,National Hockey League,1,2,1,0.0,8,0.0,1.0,3,7.0,0.0,14.29,0.0,0.0,91:30,3.0,0.0,00:23,73:07,46.05,0.0,0.0,18:00,7.0,149.0,False,Tanner Kero,
533,0,20202021,Dallas Stars,National Hockey League,1,7,3,6.0,39,6.0,0.0,10,39.0,0.0,7.7,2.0,0.0,413:23,31.0,2.0,22:03,379:30,63.16,0.0,0.0,11:50,14.0,618.0,True,Tanner Kero,2.0
534,0,20182019,Winnipeg Jets,National Hockey League,1,2,9,64.0,44,64.0,10.0,11,37.0,0.0,24.32,1.0,0.0,326:16,81.0,0.0,02:10,320:57,40.0,0.0,0.0,03:09,15.0,472.0,False,Brendan Lemieux,
535,0,20182019,New York Rangers,National Hockey League,2,3,3,44.0,19,44.0,-4.0,6,30.0,0.0,10.0,0.0,0.0,243:44,48.0,0.0,17:06,226:38,30.0,0.0,0.0,00:00,16.0,323.0,True,Brendan Lemieux,-6.0
536,0,20202021,New York Rangers,National Hockey League,1,5,2,59.0,31,59.0,0.0,7,31.0,0.0,6.5,1.0,0.0,316:58,65.0,0.0,26:55,288:54,20.0,0.0,0.0,01:09,14.0,477.0,False,Brendan Lemieux,
537,0,20202021,Los Angeles Kings,National Hockey League,2,2,2,14.0,18,14.0,-2.0,4,19.0,0.0,10.5,0.0,0.0,179:31,44.0,0.0,00:42,178:43,33.33,0.0,0.0,00:06,12.0,242.0,True,Brendan Lemieux,0.0
538,0,20182019,Colorado Avalanche,National Hockey League,1,1,1,0.0,11,0.0,2.0,2,11.0,0.0,9.09,0.0,0.0,85:55,14.0,0.0,00:56,80:01,42.11,0.0,0.0,04:58,3.0,113.0,False,Andrew Agozzino,
539,0,20192020,Pittsburgh Penguins,National Hockey League,1,2,0,4.0,17,4.0,0.0,2,8.0,0.0,0.0,0.0,0.0,112:10,19.0,0.0,06:41,104:47,50.85,0.0,0.0,00:42,5.0,183.0,True,Andrew Agozzino,-1.0
540,0,20192020,Pittsburgh Penguins,National Hockey League,1,2,0,4.0,17,4.0,0.0,2,8.0,0.0,0.0,0.0,0.0,112:10,19.0,0.0,06:41,104:47,50.85,0.0,0.0,00:42,5.0,183.0,False,Andrew Agozzino,
541,0,20192020,Anaheim Ducks,National Hockey League,2,0,1,0.0,5,0.0,3.0,1,2.0,0.0,50.0,0.0,0.0,49:39,6.0,0.0,03:17,45:39,50.0,0.0,0.0,00:43,2.0,65.0,True,Andrew Agozzino,1.0
542,0,20202021,Anaheim Ducks,National Hockey League,1,1,0,0.0,3,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,36:32,6.0,0.0,00:00,35:53,50.0,0.0,0.0,00:39,7.0,52.0,False,Andrew Agozzino,
543,0,20212022,Ottawa Senators,National Hockey League,1,0,0,0.0,1,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,06:52,4.0,0.0,00:00,06:52,33.33,0.0,0.0,00:00,0.0,10.0,True,Andrew Agozzino,0.0
544,0,20182019,Carolina Hurricanes,National Hockey League,1,0,0,2.0,6,2.0,0.0,0,1.0,0.0,0.0,0.0,0.0,41:42,7.0,0.0,00:00,41:07,53.85,0.0,0.0,00:35,1.0,70.0,False,Nicolas Roy,
545,0,20192020,Vegas Golden Knights,National Hockey League,1,5,5,8.0,28,8.0,3.0,10,42.0,1.0,11.9,1.0,0.0,320:01,39.0,1.0,02:43,302:08,48.19,0.0,0.0,15:10,7.0,439.0,True,Nicolas Roy,5.0
546,0,20122013,Columbus Blue Jackets,National Hockey League,1,0,0,0.0,2,0.0,-1.0,0,0.0,0.0,0.0,0.0,0.0,21:53,1.0,0.0,01:46,20:07,0.0,0.0,0.0,00:00,0.0,30.0,False,Jonathan Marchessault,
547,0,20142015,Tampa Bay Lightning,National Hockey League,1,0,1,0.0,2,0.0,1.0,1,3.0,0.0,33.33,0.0,0.0,23:53,4.0,0.0,01:33,22:20,33.33,0.0,0.0,00:00,0.0,31.0,True,Jonathan Marchessault,1.0
548,0,20152016,Tampa Bay Lightning,National Hockey League,1,11,7,17.0,45,17.0,-10.0,18,81.0,4.0,8.64,1.0,0.0,544:01,61.0,7.0,129:25,414:33,48.1,0.0,0.0,00:03,9.0,694.0,False,Jonathan Marchessault,
549,0,20162017,Florida Panthers,National Hockey League,1,21,30,38.0,75,38.0,-21.0,51,193.0,8.0,15.54,6.0,0.0,1268:19,105.0,18.0,202:23,1062:23,45.19,1.0,0.0,03:33,17.0,1567.0,True,Jonathan Marchessault,23.0
550,0,20162017,Florida Panthers,National Hockey League,1,21,30,38.0,75,38.0,-21.0,51,193.0,8.0,15.54,6.0,0.0,1268:19,105.0,18.0,202:23,1062:23,45.19,1.0,0.0,03:33,17.0,1567.0,False,Jonathan Marchessault,
551,0,20172018,Vegas Golden Knights,National Hockey League,1,48,27,40.0,77,40.0,36.0,75,268.0,6.0,10.07,6.0,0.0,1347:51,99.0,16.0,189:25,1156:51,43.49,2.0,0.0,01:35,26.0,1551.0,True,Jonathan Marchessault,-3.0
552,0,20142015,Toronto Maple Leafs,National Hockey League,1,0,0,0.0,3,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,27:34,3.0,0.0,00:21,27:13,51.52,0.0,0.0,00:00,2.0,43.0,False,Greg McKegg,
553,0,20152016,Florida Panthers,National Hockey League,1,0,2,2.0,15,2.0,1.0,2,14.0,0.0,14.29,0.0,0.0,123:52,20.0,0.0,01:10,118:48,45.05,0.0,0.0,03:54,6.0,184.0,True,Greg McKegg,2.0
554,0,20162017,Florida Panthers,National Hockey League,1,3,3,11.0,31,11.0,-5.0,6,28.0,0.0,10.71,0.0,0.0,316:30,33.0,0.0,06:22,291:57,51.81,0.0,0.0,18:11,12.0,463.0,False,Greg McKegg,
555,0,20162017,Tampa Bay Lightning,National Hockey League,2,1,0,11.0,15,11.0,2.0,1,8.0,0.0,0.0,0.0,0.0,139:01,15.0,0.0,01:06,134:52,48.45,0.0,0.0,03:03,4.0,206.0,True,Greg McKegg,-3.0
556,0,20162017,Tampa Bay Lightning,National Hockey League,2,1,0,11.0,15,11.0,2.0,1,8.0,0.0,0.0,0.0,0.0,139:01,15.0,0.0,01:06,134:52,48.45,0.0,0.0,03:03,4.0,206.0,False,Greg McKegg,
557,0,20172018,Pittsburgh Penguins,National Hockey League,1,2,2,8.0,26,8.0,-4.0,4,21.0,0.0,9.52,0.0,1.0,251:40,19.0,0.0,03:30,219:05,49.36,0.0,1.0,29:05,10.0,385.0,True,Greg McKegg,2.0
558,0,20172018,Pittsburgh Penguins,National Hockey League,1,2,2,8.0,26,8.0,-4.0,4,21.0,0.0,9.52,0.0,1.0,251:40,19.0,0.0,03:30,219:05,49.36,0.0,1.0,29:05,10.0,385.0,False,Greg McKegg,
559,0,20182019,Carolina Hurricanes,National Hockey League,1,5,6,8.0,41,8.0,-2.0,11,27.0,0.0,22.22,1.0,0.0,437:07,30.0,0.0,04:32,431:06,51.05,0.0,0.0,01:29,18.0,650.0,True,Greg McKegg,4.0
560,0,20182019,Carolina Hurricanes,National Hockey League,1,5,6,8.0,41,8.0,-2.0,11,27.0,0.0,22.22,1.0,0.0,437:07,30.0,0.0,04:32,431:06,51.05,0.0,0.0,01:29,18.0,650.0,False,Greg McKegg,
561,0,20192020,New York Rangers,National Hockey League,1,4,5,17.0,53,17.0,-2.0,9,40.0,0.0,12.5,0.0,1.0,506:56,69.0,0.0,01:01,455:59,49.29,0.0,2.0,49:56,24.0,760.0,True,Greg McKegg,-1.0
562,0,20192020,New York Rangers,National Hockey League,1,4,5,17.0,53,17.0,-2.0,9,40.0,0.0,12.5,0.0,1.0,506:56,69.0,0.0,01:01,455:59,49.29,0.0,2.0,49:56,24.0,760.0,False,Greg McKegg,
563,0,20202021,Boston Bruins,National Hockey League,1,0,1,2.0,5,2.0,-3.0,1,4.0,0.0,25.0,0.0,0.0,47:52,7.0,0.0,00:00,47:45,60.61,0.0,0.0,00:07,1.0,70.0,True,Greg McKegg,-4.0
564,0,20202021,Boston Bruins,National Hockey League,1,0,1,2.0,5,2.0,-3.0,1,4.0,0.0,25.0,0.0,0.0,47:52,7.0,0.0,00:00,47:45,60.61,0.0,0.0,00:07,1.0,70.0,False,Greg McKegg,
565,0,20212022,New York Rangers,National Hockey League,1,3,2,6.0,43,6.0,-11.0,5,25.0,0.0,8.0,0.0,0.0,467:17,50.0,0.0,01:45,414:05,45.0,0.0,1.0,51:27,22.0,632.0,True,Greg McKegg,1.0
566,0,20182019,Los Angeles Kings,National Hockey League,1,1,0,8.0,17,8.0,-9.0,1,24.0,0.0,0.0,0.0,0.0,229:36,18.0,0.0,30:34,198:19,20.0,0.0,0.0,00:43,3.0,342.0,False,Tanner Pearson,
567,0,20182019,Pittsburgh Penguins,National Hockey League,2,5,9,13.0,44,13.0,-6.0,14,81.0,1.0,11.11,0.0,0.0,581:41,82.0,2.0,37:04,543:25,33.33,0.0,0.0,01:12,25.0,829.0,True,Tanner Pearson,9.0
568,0,20182019,Pittsburgh Penguins,National Hockey League,2,5,9,13.0,44,13.0,-6.0,14,81.0,1.0,11.11,0.0,0.0,581:41,82.0,2.0,37:04,543:25,33.33,0.0,0.0,01:12,25.0,829.0,False,Tanner Pearson,
569,0,20182019,Vancouver Canucks,National Hockey League,3,3,9,4.0,19,4.0,0.0,12,42.0,2.0,21.43,1.0,0.0,312:48,28.0,3.0,31:27,261:51,33.33,0.0,0.0,19:30,13.0,454.0,True,Tanner Pearson,0.0
570,0,20202021,Vancouver Canucks,National Hockey League,1,1,1,44.0,34,44.0,-2.0,2,31.0,0.0,3.2,0.0,0.0,293:47,65.0,0.0,04:17,289:18,50.0,0.0,0.0,00:12,9.0,472.0,False,Zack MacEwen,
571,0,20212022,Philadelphia Flyers,National Hockey League,1,6,3,110.0,75,110.0,-15.0,9,82.0,0.0,3.7,1.0,0.0,724:45,159.0,0.0,11:12,713:33,45.71,0.0,0.0,00:00,32.0,1081.0,True,Zack MacEwen,2.0
572,0,20162017,Anaheim Ducks,National Hockey League,1,0,2,2.0,12,2.0,2.0,2,12.0,0.0,16.67,0.0,0.0,78:37,10.0,0.0,00:07,78:30,38.18,0.0,0.0,00:00,1.0,130.0,False,Stefan Noesen,
573,0,20162017,New Jersey Devils,National Hockey League,2,2,6,22.0,32,22.0,4.0,8,51.0,0.0,11.76,0.0,0.0,410:54,40.0,0.0,06:51,387:23,41.67,0.0,0.0,16:40,9.0,571.0,True,Stefan Noesen,4.0
574,0,20182019,New Jersey Devils,National Hockey League,1,5,3,28.0,41,28.0,-19.0,8,64.0,0.0,4.69,0.0,0.0,522:01,95.0,0.0,28:06,493:06,41.07,0.0,0.0,00:49,21.0,674.0,False,Stefan Noesen,
575,0,20192020,Pittsburgh Penguins,National Hockey League,1,0,1,0.0,6,0.0,0.0,1,8.0,0.0,12.5,0.0,0.0,59:06,10.0,0.0,04:44,54:22,75.0,0.0,0.0,00:00,1.0,87.0,True,Stefan Noesen,-2.0
576,0,20192020,Pittsburgh Penguins,National Hockey League,1,0,1,0.0,6,0.0,0.0,1,8.0,0.0,12.5,0.0,0.0,59:06,10.0,0.0,04:44,54:22,75.0,0.0,0.0,00:00,1.0,87.0,False,Stefan Noesen,
577,0,20192020,San Jose Sharks,National Hockey League,2,2,6,32.0,34,32.0,-1.0,8,59.0,1.0,10.2,2.0,0.0,402:10,64.0,1.0,22:58,378:50,28.57,0.0,0.0,00:22,16.0,559.0,True,Stefan Noesen,5.0
578,0,20202021,San Jose Sharks,National Hockey League,1,0,0,2.0,5,2.0,0.0,0,5.0,0.0,0.0,0.0,0.0,47:39,4.0,0.0,00:15,47:24,25.0,0.0,0.0,00:00,0.0,69.0,False,Stefan Noesen,
579,0,20202021,Toronto Maple Leafs,National Hockey League,2,0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10:00,0.0,0.0,00:00,09:10,0.0,0.0,0.0,00:50,0.0,17.0,True,Stefan Noesen,0.0
580,0,20202021,Toronto Maple Leafs,National Hockey League,2,0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10:00,0.0,0.0,00:00,09:10,0.0,0.0,0.0,00:50,0.0,17.0,False,Stefan Noesen,
581,0,20212022,Carolina Hurricanes,National Hockey League,1,0,0,0.0,2,0.0,1.0,0,4.0,0.0,0.0,0.0,0.0,28:39,5.0,0.0,02:22,26:17,0.0,0.0,0.0,00:00,0.0,39.0,True,Stefan Noesen,0.0
582,0,20142015,Boston Bruins,National Hockey League,1,26,18,81.0,81,81.0,13.0,44,141.0,2.0,12.77,4.0,0.0,1324:58,259.0,8.0,148:01,1172:46,44.74,0.0,0.0,04:11,23.0,1648.0,False,Milan Lucic,
583,0,20152016,Los Angeles Kings,National Hockey League,1,35,20,79.0,81,79.0,26.0,55,124.0,2.0,16.13,5.0,0.0,1396:12,244.0,8.0,172:38,1219:32,35.0,0.0,0.0,04:02,22.0,1715.0,True,Milan Lucic,2.0
584,0,20152016,Los Angeles Kings,National Hockey League,1,35,20,79.0,81,79.0,26.0,55,124.0,2.0,16.13,5.0,0.0,1396:12,244.0,8.0,172:38,1219:32,35.0,0.0,0.0,04:02,22.0,1715.0,False,Milan Lucic,
585,0,20162017,Edmonton Oilers,National Hockey League,1,27,23,50.0,82,50.0,-3.0,50,175.0,12.0,13.14,3.0,0.0,1407:15,202.0,25.0,223:57,1182:38,57.14,0.0,0.0,00:40,20.0,1769.0,True,Milan Lucic,3.0
586,0,20182019,Edmonton Oilers,National Hockey League,1,14,6,91.0,79,91.0,-9.0,20,74.0,2.0,8.11,0.0,0.0,1045:38,259.0,4.0,106:07,939:31,55.56,0.0,0.0,00:00,22.0,1422.0,False,Milan Lucic,
587,0,20192020,Calgary Flames,National Hockey League,1,12,8,54.0,68,54.0,-6.0,20,83.0,5.0,9.6,1.0,0.0,906:37,198.0,8.0,103:54,802:07,43.48,0.0,0.0,00:36,20.0,1193.0,True,Milan Lucic,2.0
588,0,20162017,Minnesota Wild,National Hockey League,1,0,0,0.0,6,0.0,-3.0,0,8.0,0.0,0.0,0.0,0.0,64:13,5.0,0.0,00:00,64:13,0.0,0.0,0.0,00:00,7.0,86.0,False,Alex Tuch,
589,0,20172018,Vegas Golden Knights,National Hockey League,1,22,15,27.0,78,27.0,3.0,37,171.0,4.0,8.77,4.0,0.0,1189:42,99.0,10.0,181:56,1004:16,42.42,0.0,0.0,03:30,42.0,1366.0,True,Alex Tuch,15.0
590,0,20202021,Vegas Golden Knights,National Hockey League,1,15,18,28.0,55,28.0,16.0,33,142.0,2.0,12.7,3.0,0.0,925:27,52.0,4.0,111:10,772:53,37.5,0.0,0.0,41:24,36.0,1169.0,False,Alex Tuch,
591,0,20212022,Buffalo Sabres,National Hockey League,1,26,12,14.0,50,14.0,-3.0,38,139.0,2.0,8.6,0.0,1.0,920:25,32.0,8.0,143:40,704:16,39.13,0.0,1.0,72:29,49.0,1141.0,True,Alex Tuch,-6.0
592,0,20202021,Nashville Predators,National Hockey League,1,2,0,4.0,10,4.0,3.0,2,11.0,0.0,0.0,0.0,0.0,113:02,8.0,0.0,08:23,104:39,41.67,0.0,0.0,00:00,1.0,150.0,False,Rem Pitlick,
593,0,20212022,Minnesota Wild,National Hockey League,1,5,6,12.0,20,12.0,1.0,11,13.0,0.0,46.2,1.0,0.0,193:58,7.0,0.0,03:12,190:34,75.0,0.0,0.0,00:12,5.0,245.0,True,Rem Pitlick,6.0
594,0,20212022,Minnesota Wild,National Hockey League,1,5,6,12.0,20,12.0,1.0,11,13.0,0.0,46.2,1.0,0.0,193:58,7.0,0.0,03:12,190:34,75.0,0.0,0.0,00:12,5.0,245.0,False,Rem Pitlick,
595,0,20212022,Montréal Canadiens,National Hockey League,2,17,9,12.0,46,12.0,-9.0,26,52.0,0.0,17.3,0.0,1.0,794:54,18.0,1.0,90:32,656:39,43.86,0.0,1.0,47:43,23.0,953.0,True,Rem Pitlick,3.0
596,0,20152016,Edmonton Oilers,National Hockey League,1,39,26,54.0,82,54.0,-4.0,65,286.0,4.0,9.09,6.0,0.0,1574:45,82.0,12.0,231:06,1339:34,35.9,1.0,0.0,04:05,50.0,1961.0,False,Taylor Hall,
597,0,20162017,New Jersey Devils,National Hockey League,1,33,20,32.0,72,32.0,-9.0,53,238.0,7.0,8.4,4.0,0.0,1391:50,59.0,15.0,198:54,1172:41,44.44,2.0,0.0,20:15,31.0,1628.0,True,Taylor Hall,-6.0
598,0,20192020,New Jersey Devils,National Hockey League,1,19,6,20.0,30,20.0,-11.0,25,109.0,2.0,5.5,0.0,0.0,575:38,25.0,12.0,112:55,462:04,46.43,0.0,0.0,00:39,9.0,665.0,False,Taylor Hall,
599,0,20192020,Arizona Coyotes,National Hockey League,2,17,10,14.0,35,14.0,-3.0,27,123.0,2.0,8.1,1.0,0.0,670:40,22.0,6.0,112:10,545:41,30.43,0.0,0.0,12:49,20.0,800.0,True,Taylor Hall,4.0
600,0,20192020,Arizona Coyotes,National Hockey League,2,17,10,14.0,35,14.0,-3.0,27,123.0,2.0,8.1,1.0,0.0,670:40,22.0,6.0,112:10,545:41,30.43,0.0,0.0,12:49,20.0,800.0,False,Taylor Hall,
601,0,20202021,Buffalo Sabres,National Hockey League,1,17,2,24.0,37,24.0,-21.0,19,88.0,1.0,2.3,0.0,0.0,691:04,24.0,6.0,110:18,580:18,18.18,0.0,0.0,00:28,11.0,816.0,True,Taylor Hall,-8.0
602,0,20202021,Buffalo Sabres,National Hockey League,1,17,2,24.0,37,24.0,-21.0,19,88.0,1.0,2.3,0.0,0.0,691:04,24.0,6.0,110:18,580:18,18.18,0.0,0.0,00:28,11.0,816.0,False,Taylor Hall,
603,0,20202021,Boston Bruins,National Hockey League,2,6,8,2.0,16,2.0,15.0,14,48.0,1.0,16.7,1.0,0.0,255:29,10.0,2.0,28:21,226:25,83.33,1.0,0.0,00:43,4.0,306.0,True,Taylor Hall,6.0
604,0,20202021,New York Rangers,National Hockey League,1,28,20,42.0,54,42.0,12.0,48,120.0,1.0,16.7,2.0,3.0,1011:34,49.0,8.0,120:51,765:15,22.22,0.0,4.0,125:28,29.0,1279.0,False,Pavel Buchnevich,
605,0,20212022,St. Louis Blues,National Hockey League,1,46,30,34.0,73,34.0,29.0,76,199.0,8.0,15.1,3.0,2.0,1335:55,57.0,19.0,164:05,1055:26,33.33,1.0,4.0,116:24,15.0,1643.0,True,Pavel Buchnevich,10.0
606,0,20202021,Arizona Coyotes,National Hockey League,1,3,10,12.0,21,12.0,-1.0,13,38.0,3.0,26.3,1.0,0.0,350:32,28.0,3.0,40:03,310:14,58.33,0.0,0.0,00:15,1.0,467.0,False,Michael Bunting,
